14	24	34	44	54	65	74	84	150
0.001048218	0	0.001085776	0.002678571	0.002801993	0.000900495	0.001496166	0.001212751	0
0.001048218	0	0.001085776	0.004017857	0.005915318	0.003601981	0.00486254	0.005890506	0.009693878
0.003144654	0	0.002171553	0.005357143	0.006849315	0.011931562	0.012904432	0.01992377	0.022789116
0.003144654	0	0.004885993	0.005357143	0.006849315	0.011931562	0.012904432	0.01992377	0.022789116
0.00524109	0	0.004885993	0.005357143	0.009339975	0.014407924	0.015148682	0.021309771	0.025510204
0.00524109	0	0.004885993	0.005803571	0.010273973	0.01530842	0.015709744	0.021309771	0.025510204
0.00524109	0.002463054	0.008143322	0.012946429	0.013075965	0.019135525	0.021320367	0.025814276	0.035204082
0.008385744	0.009236453	0.013572204	0.015625	0.01369863	0.022062134	0.022816533	0.028586279	0.035204082
0.008385744	0.009236453	0.016829533	0.020089286	0.02739726	0.046825754	0.055358145	0.062716563	0.05952381
0.008385744	0.009236453	0.017915309	0.021428571	0.029265255	0.049977488	0.058350477	0.062716563	0.063435374
0.008385744	0.01046798	0.019543974	0.032142857	0.051058531	0.083971184	0.09612867	0.099445599	0.09744898
0.008385744	0.012931034	0.023344191	0.035714286	0.052303861	0.087122918	0.097437816	0.09996535	0.100510204
0.008385744	0.017241379	0.033116178	0.045982143	0.058841843	0.091625394	0.101365252	0.102390852	0.100510204
0.018867925	0.074507389	0.088490771	0.099553571	0.097758406	0.121791986	0.123620722	0.114345114	0.112755102
0.018867925	0.078817734	0.098805646	0.105357143	0.101183064	0.124268348	0.124555826	0.116077616	0.112755102
0.026205451	0.096059113	0.103148751	0.120982143	0.108966376	0.128320576	0.126239013	0.117983368	0.112755102
0.036687631	0.108990148	0.11237785	0.130803571	0.116127024	0.13147231	0.129418365	0.120755371	0.112755102
0.050314465	0.118842365	0.122692725	0.138839286	0.120174346	0.1332733	0.131288573	0.120755371	0.11547619
0.053459119	0.123768473	0.127035831	0.144642857	0.126712329	0.136650158	0.1378343	0.121794872	0.11547619
0.125786164	0.199507389	0.172095548	0.190178571	0.160024907	0.157136425	0.152982981	0.133749134	0.125340136
0.208595388	0.23953202	0.184581976	0.198660714	0.167496887	0.160738406	0.156162334	0.136521137	0.125340136
0.264150943	0.258004926	0.188382193	0.202678571	0.169053549	0.161188654	0.157097438	0.136521137	0.125340136
0.27672956	0.274630542	0.200325733	0.208482143	0.173100872	0.164790635	0.160650832	0.141198891	0.132823129
0.280922432	0.277093596	0.201954397	0.210714286	0.176214197	0.166141378	0.163082102	0.142931393	0.132823129
0.290356394	0.302955665	0.223669924	0.239285714	0.189601494	0.17627195	0.167009538	0.145876646	0.136394558
0.299790356	0.302955665	0.226384365	0.245089286	0.192714819	0.179198559	0.168879746	0.147435897	0.136394558
0.299790356	0.302955665	0.226384365	0.245982143	0.193337484	0.182575416	0.179165887	0.167013167	0.145238095
